Text,clean_text,polarity,sentiment
"Joined the drama club to unleash my inner actor. Lights, camera, action! ",joined drama club unleash inner actor light camera action,0.16666666666666666,Positive
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,got hand latest fantasy novel diving realm magic adventure,0.5,Positive
Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,mastering art perfect doodle boring class doodle,0.0,Neutral
Attempting to break the school record for the longest handstand. Wish me luck! ,attempting break school record longest handstand wish luck,0.0,Neutral
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,sneaking snack class like pro art snack smuggling sacred skill,0.0,Neutral
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,hosting sleepover friend weekend preparing night laughter memory,0.0,Neutral
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",spent hour tiktok dance realize two left foot dance fail unleashed,-0.19999999999999998,Negative
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,accidentally liked crush old photo stalking profile awkward level maximum,0.033333333333333326,Neutral
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,tried impress crush smooth conversation ended spilling drink smooth level nonexistent,0.4,Positive
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,mastered art creating paper airplane lecture paper plane soaring new height,0.13636363636363635,Positive
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,trying set new trend juggling textbook class academic juggling unique skill,0.17045454545454544,Positive
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,hiding snack stash backpack emergency craving snack ninja mode activated,0.0,Neutral
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,planning surprise scavenger hunt friend anticipating thrill excitement,0.0,Neutral
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,danced rain celebrate end exam rain dance unexpectedly refreshing,0.5,Positive
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,accidentally sent text meant friend class group chat texting fail oops moment,-0.5,Negative
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,tried magic trick impress classmate magic fail rabbit,0.16666666666666666,Positive
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,perfecting art creating origami dull lecture origami mastery,-0.2916666666666667,Negative
Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,attempting set new record consecutive hacky sack kick hacky sack skill unleashed,0.13636363636363635,Positive
Creating a secret handshake with friends. Friendship level: Expert! ,creating secret handshake friend friendship level expert,-0.4,Negative
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty! ,embarking mission find best burger joint town burger connoisseur reporting duty,1.0,Positive
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making! ,practicing stand comedy routine upcoming talent show comedy gig making,0.0,Neutral
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment! ,accidentally sent love letter wrong person love note fail maximum embarrassment,0.0,Neutral
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated! ,attempting impress teacher elaborate science experiment science geek mode activated,0.5,Positive
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver! ,crafting intricate friendship bracelet whole squad friendship level expert weaver,0.2,Positive
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway! ,attempting beat record consecutive cartwheel cartwheel challenge underway,0.0,Neutral
Organizing a movie marathon with friends. Popcorn and cinematic adventures await! ,organizing movie marathon friend popcorn cinematic adventure await,0.0,Neutral
Experimenting with a new hair color. A bold change for a bold semester! ,experimenting new hair color bold change bold semester,0.2676767676767677,Positive
Building a time capsule to capture memories for the future. Time-traveling emotions! ,building time capsule capture memory future time traveling emotion,0.0,Neutral
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start! ,accidentally walked wrong classroom first day classroom mix awkward start,-0.2833333333333333,Negative
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up! ,trying new smoothie recipe healthy start week smoothie enthusiast level,0.3181818181818182,Positive
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments. ,reflecting challenge school year feeling bit overwhelmed assignment,0.0,Neutral
Encountered some mean-spirited comments online. Dealing with online hate is never easy. ,encountered mean spirited comment online dealing online hate never easy,-0.20729166666666668,Negative
Had a bad day at school. Everything seems to be going wrong. ,bad day school everything seems going wrong,-0.5999999999999999,Negative
Feeling down after not making the sports team. Disappointment lingers. ,feeling making sport team disappointment lingers,-0.6,Negative
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch. ,witnessed heated argument cafeteria unpleasant atmosphere lunch,-0.6499999999999999,Negative
Received a not-so-great grade on a major project. Academic frustration setting in. ,received great grade major project academic frustration setting,0.28750000000000003,Positive
Dealing with a personal setback. Sometimes life throws unexpected challenges. ,dealing personal setback sometimes life throw unexpected challenge,0.05,Neutral
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,feeling lonely saturday night sometimes solitude hit harder expected,-0.09999999999999999,Neutral
Experiencing cyberbullying. Hateful messages online are disheartening. ,experiencing cyberbullying hateful message online disheartening,0.0,Neutral
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck. ,caught torrential rainstorm without umbrella today weather bad luck,-0.6999999999999998,Negative
Missing an important event due to unforeseen circumstances. A day filled with sadness. ,missing important event due unforeseen circumstance day filled sadness,0.11875000000000001,Positive
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful. ,dealing unfounded rumor circulating personal life rumor hurtful,0.0,Neutral
Got a flat tire on the way to an important meeting. Talk about a series of bad events! ,got flat tire way important meeting talk series bad event,-0.10833333333333328,Negative
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad. ,feeling sense emptiness close friend move away farewell always sad,-0.5,Negative
Facing rejection from a dream college. Disheartened but determined to explore other paths. ,facing rejection dream college disheartened determined explore path,0.0,Neutral
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun. ,encountering online toxicity gaming session hateful comment ruin fun,0.3,Positive
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence. ,bad hair day feeling self conscious bad hair day affect confidence,-0.4333333333333333,Negative
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time. ,feeling sense despair major project failure hard work pay time,-0.18194444444444446,Negative
Experiencing hate comments for expressing personal opinions. Online negativity prevails. ,experiencing hate comment expressing personal opinion online negativity prevails,-0.4,Negative
Having a string of bad luck with constant technology malfunctions. Tech troubles galore! ,string bad luck constant technology malfunction tech trouble galore,-0.3,Negative
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness. ,missing long anticipated event due unexpected circumstance day filled sadness,0.025,Neutral
Trying out a new study technique for upcoming exams. Exploring different learning strategies. ,trying new study technique upcoming exam exploring different learning strategy,0.06818181818181818,Neutral
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness. ,organizing community cleanup event cleaner neighborhood promoting environmental awareness,0.0,Neutral
Sharing favorite book recommendations with classmates. Building a mini book club. ,sharing favorite book recommendation classmate building mini book club,0.5,Positive
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen. ,experimenting new recipe school bake sale baking adventure kitchen,0.13636363636363635,Positive
Collaborating on a school project with peers. Teamwork makes the dream work. ,collaborating school project peer teamwork make dream work,0.0,Neutral
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities. ,attending school club meeting explore new interest dabbling extracurricular activity,0.13636363636363635,Positive
Exploring a new part-time job opportunity for gaining work experience. Career development in progress. ,exploring new part time job opportunity gaining work experience career development progress,0.13636363636363635,Positive
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities. ,attending school assembly stay informed upcoming event announcement staying connected school activity,0.0,Neutral
Exploring a new hobby of photography during free time. Capturing moments through a lens. ,exploring new hobby photography free time capturing moment lens,0.2681818181818182,Positive
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers. ,participating science fair showcase unique experiment sharing knowledge peer,0.5375,Positive
Attending a workshop on time management to enhance organizational skills. Striving for efficiency. ,attending workshop time management enhance organizational skill striving efficiency,0.0,Neutral
Volunteering at a local charity event to give back to the community. Contributing to social causes. ,volunteering local charity event give back community contributing social cause,0.011111111111111112,Neutral
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action. ,collaborating group project promote teamwork shared responsibility group effort action,0.1,Neutral
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress. ,participating debate club enhance critical thinking communication skill intellectual engagement progress,0.15,Positive
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around! ,celebrating friend birthday surprise party joyful moment laughter around,0.0,Neutral
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles! ,successfully completing challenging coding project excitement overcoming coding hurdle,0.625,Positive
Attending a school talent show to support classmates. Applauding the diverse talents on display! ,attending school talent show support classmate applauding diverse talent display,0.0,Neutral
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes! ",exploring new hiking trail friend weekend nature laughter good vibe,0.41818181818181815,Positive
Winning a friendly sports competition against rival schools. Victory celebrations in full swing! ,winning friendly sport competition rival school victory celebration full swing,0.4083333333333334,Positive
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe! ,receiving heartfelt letter pen pal another country connecting across globe,0.0,Neutral
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity! ,creating beautiful mural fellow art enthusiast power collaboration creativity,0.85,Positive
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes! ,participating school wide art exhibition witnessing creativity spreading positive vibe,0.06363636363636363,Neutral
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement! ,achieving personal best track field competition thrill victory self improvement,0.5,Positive
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles! ,collaborating science project received recognition regional fair science triumph smile,0.5,Positive
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company! ",attending surprise birthday party organized friend surrounded love laughter good company,0.6,Positive
Successfully fundraising for a school charity initiative. The joy of giving back to the community! ,successfully fundraising school charity initiative joy giving back community,0.5166666666666667,Positive
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food! ",participating multicultural festival celebrating diversity music dance delicious food,1.0,Positive
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces! ",organizing virtual talent show challenging time bringing smile classmate face,0.4,Positive
